"","Title","Author","Subject","Abstract","Meta"
"113","Some geometric and topological data-driven methods in robot motion path planning","Boris Goldfarb","Algebraic Topology (math.AT)","Motion path planning is an intrinsically geometric problem which is central for design of robot systems. Since the early years of AI, robotics together with computer vision have been the areas of computer science that drove its development. Many questions that arise, such as existence, optimality, and diversity of motion paths in the configuration space that describes feasible robot configurations, are of topological nature. The recent advances in topological data analysis and related metric geometry, topology and combinatorics have provided new tools to address these engineering tasks. We will survey some questions, issues, recent work and promising directions in data-driven geometric and topological methods with some emphasis on the use of discrete Morse theory.","Tue, 19 Mar 2024 13:41:49 UTC (5,241 KB)"
"114","Python Fuzzing for Trustworthy Machine Learning Frameworks","Ilya Yegorov, Eli Kobrin, Darya Parygina, Alexey Vishnyakov, Andrey Fedotov","Cryptography and Security (cs.CR)","Ensuring the security and reliability of machine learning frameworks is crucial for building trustworthy AI-based systems. Fuzzing, a popular technique in secure software development lifecycle (SSDLC), can be used to develop secure and robust software. Popular machine learning frameworks such as PyTorch and TensorFlow are complex and written in multiple programming languages including C/C++ and Python. We propose a dynamic analysis pipeline for Python projects using the Sydr-Fuzz toolset. Our pipeline includes fuzzing, corpus minimization, crash triaging, and coverage collection. Crash triaging and severity estimation are important steps to ensure that the most critical vulnerabilities are addressed promptly. Furthermore, the proposed pipeline is integrated in GitLab CI. To identify the most vulnerable parts of the machine learning frameworks, we analyze their potential attack surfaces and develop fuzz targets for PyTorch, TensorFlow, and related projects such as h5py. Applying our dynamic analysis pipeline to these targets, we were able to discover 3 new bugs and propose fixes for them.","Tue, 19 Mar 2024 13:41:11 UTC (34 KB)"
"115","Bayesian uncertainty evaluation applied to the tilted-wave interferometer","Manuel Marschall, Ines Fortmeier, Manuel Stavridis, Finn Hughes, Clemens Elster","Optics (physics.optics)","The tilted-wave interferometer is a promising technique for the development of a reference measurement system for the highly accurate form measurement of aspheres and freeform surfaces. The technique combines interferometric measurements, acquired with a special setup, and sophisticated mathematical evaluation procedures. To determine the form of the surface under test, a computational model is required that closely mimics the measurement process of the physical measurement instruments. The parameters of the computational model, comprising the surface under test sought, are then tuned by solving an inverse problem. Due to this embedded structure of the real experiment and computational model and the overall complexity, a thorough uncertainty evaluation is challenging. In this work, a Bayesian approach is proposed to tackle the inverse problem, based on a statistical model derived from the computational model of the tilted-wave interferometer. Such a procedure naturally allows for uncertainty quantification to be made. We present an approximate inference scheme to efficiently sample quantities of the posterior using Monte Carlo sampling involving the statistical model. In particular, the methodology derived is applied to the tilted-wave interferometer to obtain an estimate and corresponding uncertainty of the pixel-by-pixel form of the surface under test for two typical surfaces taking into account a number of key influencing factors. A statistical analysis using experimental design is employed to identify main influencing factors and a subsequent analysis confirms the efficacy of the method derived.","Tue, 19 Mar 2024 13:25:59 UTC (3,802 KB)"
"116","System Support for Environmentally Sustainable Computing in Data Centers","Fan Chen","Hardware Architecture (cs.AR)","Modern data centers suffer from a growing carbon footprint due to insufficient support for environmental sustainability. While hardware accelerators and renewable energy have been utilized to enhance sustainability, addressing Quality of Service (QoS) degradation caused by renewable energy supply and hardware recycling remains challenging: (1) prior accelerators exhibit significant carbon footprints due to limited reconfigurability and inability to adapt to renewable energy fluctuations; (2) integrating recycled NAND flash chips in data centers poses challenges due to their short lifetime, increasing energy consumption; (3) the absence of a sustainability estimator impedes data centers and users in evaluating and improving their environmental impact. This study aims to improve system support for environmentally sustainable data centers by proposing a reconfigurable hardware accelerator for intensive computing primitives and developing a fractional NAND flash cell to extend the lifetime of recycled flash chips while supporting graceful capacity degradation. We also introduce a sustainability estimator to evaluate user task energy consumption and promote sustainable practices. We present our preliminary results and recognize this as an ongoing initiative with significant potential to advance environmentally sustainable computing in data centers and stimulate further exploration in this critical research domain.","Tue, 19 Mar 2024 12:56:02 UTC (1,063 KB)"
"117","As Firm As Their Foundations: Can open-sourced foundation models be used to create adversarial examples for downstream tasks?","Anjun Hu, Jindong Gu, Francesco Pinto, Konstantinos Kamnitsas, Philip Torr","Computer Vision and Pattern Recognition (cs.CV)","Foundation models pre-trained on web-scale vision-language data, such as CLIP, are widely used as cornerstones of powerful machine learning systems. While pre-training offers clear advantages for downstream learning, it also endows downstream models with shared adversarial vulnerabilities that can be easily identified through the open-sourced foundation model. In this work, we expose such vulnerabilities in CLIP's downstream models and show that foundation models can serve as a basis for attacking their downstream systems. In particular, we propose a simple yet effective adversarial attack strategy termed Patch Representation Misalignment (PRM). Solely based on open-sourced CLIP vision encoders, this method produces adversaries that simultaneously fool more than 20 downstream models spanning 4 common vision-language tasks (semantic segmentation, object detection, image captioning and visual question-answering). Our findings highlight the concerning safety risks introduced by the extensive usage of public foundational models in the development of downstream systems, calling for extra caution in these scenarios.","Tue, 19 Mar 2024 12:51:39 UTC (45,305 KB)"
"118","In-Hand Following of Deformable Linear Objects Using Dexterous Fingers with Tactile Sensing","Mingrui Yu, Boyuan Liang, Xiang Zhang, Xinghao Zhu, Xiang Li, Masayoshi Tomizuka","Robotics (cs.RO)","Most research on deformable linear object (DLO) manipulation assumes rigid grasping. However, beyond rigid grasping and re-grasping, in-hand following is also an essential skill that humans use to dexterously manipulate DLOs, which requires continuously changing the grasp point by in-hand sliding while holding the DLO to prevent it from falling. Achieving such a skill is very challenging for robots without using specially designed but not versatile end-effectors. Previous works have attempted using generic parallel grippers, but their robustness is unsatisfactory owing to the conflict between following and holding, which is hard to balance with a one-degree-of-freedom gripper. In this work, inspired by how humans use fingers to follow DLOs, we explore the usage of a generic dexterous hand with tactile sensing to imitate human skills and achieve robust in-hand DLO following. To enable the hardware system to function in the real world, we develop a framework that includes Cartesian-space arm-hand control, tactile-based in-hand 3-D DLO pose estimation, and task-specific motion design. Experimental results demonstrate the significant superiority of our method over using parallel grippers, as well as its great robustness, generalizability, and efficiency.","Tue, 19 Mar 2024 12:21:23 UTC (1,348 KB)"
"119","Diffusion, viscosity and linear rheology of valence-limited disordered fluids","Samuel S. Gomez, Lorenzo Rovigatti","Soft Condensed Matter (cond-mat.soft)","We numerically investigate the dynamics and linear rheology of disordered systems made of patchy particles, focussing on the role of valence, temperature and bonding mechanism. We demonstrate that the dynamics is enslaved to bonding, giving rise to an activated behaviour at low temperature. By independently computing the diffusion constant and the viscosity from the simulations, we also confirm the validity of the Stokes-Einstein relation in valence-limited systems, with two caveats: (i) the diffusion constant requires a finite-size correction, at least at the intermediate density we investigate, and (ii) there is the onset of a breakdown that appears at the lowest temperatures considered. Finally, our results show that the storage and loss moduli of mixtures of divalent and $M$-valent particles exhibit an apparent power-law dependence on frequency, hinting at the possibility of using the composition to finely tune the rheological response of these materials. Our results compare well with literature experimental data on valence-limited DNA nanostars. In addition, the wealth of data we present and analyse here will help to develop and test theoretical frameworks aimed at describing the dynamics of flexible limited-valence particles that self-assemble into disordered networks.","Tue, 19 Mar 2024 12:00:42 UTC (325 KB)"
"120","Existence, uniqueness and characterisation of local minimisers in higher order Calculus of Variations in $\mathrm L^{\infty}$","Nikos Katzourakis, Roger Moser","Analysis of PDEs (math.AP)","We study variational problems for second order supremal functionals $\mathrm F_\infty(u)= \|F(\cdot,u,\mathrm D u,\mathrm{A}\!:\!\mathrm D^2u)\|_{\mathrm L^{\infty}(\Omega)}$, where $F$ satisfies certain natural assumptions, $\mathrm A$ is a positive matrix, and $\Omega \Subset \mathbb R^n$. Higher order problems are very novel in the Calculus of Variations in $\mathrm L^{\infty}$, and exhibit a strikingly different behaviour compared to first order problems, for which there exists an established theory, pioneered by Aronsson in 1960s. The aim of this paper is to develop a complete theory for $\mathrm F_\infty$. We prove that, under appropriate conditions, ``localised"" minimisers can be characterised as solutions to a nonlinear system of PDEs, which is different from the corresponding Aronsson equation for $\mathrm F_\infty$; the latter is only a necessary, but not a sufficient condition for minimality. We also establish the existence and uniqueness of localised minimisers subject to Dirichlet conditions on $\partial \Omega$, and also their partial regularity outside a singular set of codimension one, which may be non-empty even if $n=1$.","Tue, 19 Mar 2024 10:52:12 UTC (43 KB)"
"121","Near-Field Channel Estimation in Dual-Band XL-MIMO with Side Information-Assisted Compressed Sensing","Haochen Wu, Liyang Lu, Zhaocheng Wang","Signal Processing (eess.SP)","Near-field communication comes to be an indispensable part of the future sixth generation (6G) communications at the arrival of the forth-coming deployment of extremely large-scale multiple-input-multiple-output (XL-MIMO) systems. Due to the substantial number of antennas, the electromagnetic radiation field is modeled by the spherical waves instead of the conventional planar waves, leading to severe weak sparsity to angular-domain near-field channel. Therefore, the channel estimation reminiscent of the conventional compression sensing (CS) approaches in the angular domain, judiciously utilized for low pilot overhead, may result in unprecedented challenges. To this end, this paper proposes a brand-new near-field channel estimation scheme by exploiting the naturally occurring useful side information. Specifically, we formulate the dual-band near-field communication model based on the fact that high-frequency systems are likely to be deployed with lower-frequency systems. Representative side information, i.e., the structural characteristic information derived by the sparsity ambiguity and the out-of-band spatial information stemming from the lower-frequency channel, is explored and tailored to materialize exceptional near-field channel estimation. Furthermore, in-depth theoretical analyses are developed to guarantee the minimum estimation error, based on which a suite of algorithms leveraging the elaborating side information are proposed. Numerical simulations demonstrate that the designed algorithms provide more assured results than the off-the-shelf approaches in the context of the dual-band near-field communications in both on- and off-grid scenarios, where the angle of departures/arrivals are discretely or continuously distributed, respectively.","Tue, 19 Mar 2024 10:40:18 UTC (7,668 KB)"
"122","A Benchmark for Data Management Challenges in Microservices","Rodrigo Laigner, Zhexiang Zhang, Yijian Liu, Leonardo Freitas Gomes, Yongluan Zhou","Databases (cs.DB)","Microservice architectures emerged as a popular architecture for designing scalable distributed applications. Although microservices have been extensively employed in industry settings for over a decade, there is little understanding of the data management challenges that arise in these applications. As a result, it is difficult to advance data system technologies for supporting microservice applications. To fill this gap, we present Online Marketplace, a microservice benchmark that incorporates core data management challenges that existing benchmarks have not sufficiently addressed. These challenges include transaction processing, query processing, event processing, constraint enforcement, and data replication. We have defined criteria for various data management issues to enable proper comparison across data systems and platforms.
After specifying the benchmark, we present the challenges we faced in creating workloads that accurately reflect the dynamic state of the microservices. We also discuss implementation issues that we encountered when developing Online Marketplace in state-of-the-art data platforms, which prevented us from meeting the specified data management requirements and criteria. Our evaluation demonstrates that the benchmark is a valuable tool for testing important properties sought by microservice practitioners. As a result, our proposed benchmark will facilitate the design of future data systems to meet the expectations of microservice practitioners.","Tue, 19 Mar 2024 10:14:48 UTC (872 KB)"
"123","Integrated distributed sensing and quantum communication networks","Yuehan Xu, Tao Wang, Peng Huang, Guihua Zeng","Quantum Physics (quant-ph)","The integration of sensing and communication can achieve ubiquitous sensing while enabling ubiquitous communication. Within the gradually improving global communication, the integrated sensing and communication (ISAC) system based on optical fibers can accomplish various functionalities, such as urban structure imaging, seismic wave detection, and pipeline safety monitoring. With the development of quantum communication, quantum networks based on optical fiber are gradually being established. In this paper, we propose an integrated sensing and quantum network (ISAQN) scheme, which can achieve secure key distribution among multiple nodes and distributed sensing under the standard quantum limit. CV-QKD protocol and the round-trip multi-band structure are adopted to achieve the multi-node secure key distribution. Meanwhile, the spectrum phase monitoring (SPM) protocol is proposed to realize distributed sensing. It determines which node is vibrating by monitoring the frequency spectrum and restores the vibration waveform by monitoring the phase change. The scheme is experimentally demonstrated by simulating the vibration in a star structure network. Experimental results indicate that this multi-user quantum network can achieve a secret key rate (SKR) of approximately 0.7 $\rm{Mbits/s}$ for each user under 10 $\rm{km}$ standard fiber transmission and its network capacity is 8. In terms of distributed sensing, it can achieve a vibration response bandwidth ranging from 1 $\rm{Hz}$ to 2 $\rm{kHz}$, a strain resolution of 0.50 $\rm{n}$$\varepsilon$$/\sqrt{\rm{Hz}}$, and a spatial resolution of 0.20 $\rm{m}$ under shot-noise-limited detection. The proposed ISAQN scheme enables simultaneous quantum communication and distributed sensing in a multi-point network, laying a foundation for future large-scale quantum networks and high-precision sensing networks.","Tue, 19 Mar 2024 10:12:30 UTC (21,706 KB)"
"124","Preventing Eviction-Caused Homelessness through ML-Informed Distribution of Rental Assistance","Catalina Vajiac, Arun Frey, Joachim Baumann, Abigail Smith, Kasun Amarasinghe, Alice Lai, Kit Rodolfa, Rayid Ghani","Computers and Society (cs.CY)","Rental assistance programs provide individuals with financial assistance to prevent housing instabilities caused by evictions and avert homelessness. Since these programs operate under resource constraints, they must decide who to prioritize. Typically, funding is distributed by a reactive or first-come-first serve allocation process that does not systematically consider risk of future homelessness. We partnered with Allegheny County, PA to explore a proactive allocation approach that prioritizes individuals facing eviction based on their risk of future homelessness. Our ML system that uses state and county administrative data to accurately identify individuals in need of support outperforms simpler prioritization approaches by at least 20% while being fair and equitable across race and gender. Furthermore, our approach would identify 28% of individuals who are overlooked by the current process and end up homeless. Beyond improvements to the rental assistance program in Allegheny County, this study can inform the development of evidence-based decision support tools in similar contexts, including lessons about data needs, model design, evaluation, and field validation.","Tue, 19 Mar 2024 10:09:41 UTC (1,553 KB)"
"125","Attitude Tracking of Uncertain Flexible Spacecraft Systems Subject to Unknown External Disturbances","Zean Bao, Maobin Lu, Fang Deng, Jie Chen","Optimization and Control (math.OC)","In this paper, we investigate the attitude tracking problem of uncertain flexible spacecraft systems subject to external disturbances. In sharp contrast to existing results, the dynamics of flexible spacecraft systems and external disturbances are allowed to be unknown. To deal with the challenges by these unknown factors, we develop a class of nonlinear internal models which converts the attitude tracking problem of uncertain flexible spacecraft systems into a regulation problem of an augmented system. Furthermore, to overcome the difficulties caused by the unmeasurable modal variable, the uncertainty introduced by the internal model, and the cross-coupling of the uncertainties with the system state, we design an auxiliary dynamic system for auxiliary stabilization, a dynamic compensator for dynamic compensation, and a linearly parameterized transformation for adaptive regulation in sequence. By introducing a series of coordinate and input transformations, we propose an adaptive dynamic control law to achieve regulation of the augmented system and thus leading to the solution to the attitude tracking problem. In addition, we analyze the convergence issue of the estimated parameter to its true value by the persistently exciting condition. Finally, the effec tiveness of the developed approach is verified by its application to the attitude manoeuvre of a flexible spacecraft system in the presence of external disturbances.","Tue, 19 Mar 2024 08:37:57 UTC (443 KB)"
"126","Multi-View Active Sensing for Human-Robot Interaction via Hierarchically Connected Tree","Yuanjiong Ying, Xian Huang, Wei Dong","Robotics (cs.RO)","Comprehensive perception of human beings is the prerequisite to ensure the safety of human-robot interaction. Currently, prevailing visual sensing approach typically involves a single static camera, resulting in a restricted and occluded field of view. In our work, we develop an active vision system using multiple cameras to dynamically capture multi-source RGB-D data. An integrated human sensing strategy based on a hierarchically connected tree structure is proposed to fuse localized visual information. Constituting the tree model are the nodes representing keypoints and the edges representing keyparts, which are consistently interconnected to preserve the structural constraints during multi-source fusion. Utilizing RGB-D data and HRNet, the 3D positions of keypoints are analytically estimated, and their presence is inferred through a sliding widow of confidence scores. Subsequently, the point clouds of reliable keyparts are extracted by drawing occlusion-resistant masks, enabling fine registration between data clouds and cylindrical model following the hierarchical order. Experimental results demonstrate that our method enhances keypart recognition recall from 69.20% to 90.10%, compared to employing a single static camera. Furthermore, in overcoming challenges related to localized and occluded perception, the robotic arm's obstacle avoidance capabilities are effectively improved.","Tue, 19 Mar 2024 08:25:42 UTC (28,605 KB)"
"127","High-Fidelity SLAM Using Gaussian Splatting with Rendering-Guided Densification and Regularized Optimization","Shuo Sun, Malcolm Mielle, Achim J. Lilienthal, Martin Magnusson","Robotics (cs.RO)","We propose a dense RGBD SLAM system based on 3D Gaussian Splatting that provides metrically accurate pose tracking and visually realistic reconstruction. To this end, we first propose a Gaussian densification strategy based on the rendering loss to map unobserved areas and refine reobserved areas. Second, we introduce extra regularization parameters to alleviate the forgetting problem in the continuous mapping problem, where parameters tend to overfit the latest frame and result in decreasing rendering quality for previous frames. Both mapping and tracking are performed with Gaussian parameters by minimizing re-rendering loss in a differentiable way. Compared to recent neural and concurrently developed gaussian splatting RGBD SLAM baselines, our method achieves state-of-the-art results on the synthetic dataset Replica and competitive results on the real-world dataset TUM.","Tue, 19 Mar 2024 08:19:53 UTC (7,741 KB)"
"128","Multi-mode fault diagnosis datasets of gearbox under variable working conditions","Shijin Chen, Zeyi Liu, Xiao He, Dongliang Zou, Donghua Zhou","Systems and Control (eess.SY)","The gearbox is a critical component of electromechanical systems. The occurrence of multiple faults can significantly impact system accuracy and service life. The vibration signal of the gearbox is an effective indicator of its operational status and fault information. However, gearboxes in real industrial settings often operate under variable working conditions, such as varying speeds and loads. It is a significant and challenging research area to complete the gearbox fault diagnosis procedure under varying operating conditions using vibration signals. This data article presents vibration datasets collected from a gearbox exhibiting various fault degrees of severity and fault types, operating under diverse speed and load conditions. These faults are manually implanted into the gears or bearings through precise machining processes, which include health, missing teeth, wear, pitting, root cracks, and broken teeth. Several kinds of actual compound faults are also encompassed. The development of these datasets facilitates testing the effectiveness and reliability of newly developed fault diagnosis methods.","Tue, 19 Mar 2024 07:44:18 UTC (3,114 KB)"
"129","Solving vibrational Hamiltonians with neural canonical transformations","Qi Zhang, Rui-Si Wang, Lei Wang","Chemical Physics (physics.chem-ph)","The behavior of polyatomic molecules around their equilibrium positions can be regarded as quantum coupled anharmonic oscillators. Solving the corresponding Schrödinger equations can interpret or predict experimental spectra of molecules. In this study, we develop a novel approach to solve excited states of anharmonic vibrational systems. The normal coordinates of molecules are transformed into new coordinates through a normalizing flow parameterized by a neural network, facilitating the construction of a set of orthogonal many-body variational wavefunctions. Our methodology has been validated on an exactly solvable $64$-dimensional coupled harmonic oscillator, yielding numerical results with a relative error on the order of $10^{-6}$. Furthermore, the neural canonical transformations are also applied to calculate the energy levels of two specific molecules, acetonitrile ($\text{C}\text{H}_3\text{CN}$) and ethylene oxide ($\text{C}_2\text{H}_4\text{O}$) involving $12$ and $15$ vibrational modes respectively, which are in agreement with experimental findings. One of the key advantages of our approach is its flexibility concerning the potential energy surface, requiring no specific form for its application. Moreover, this method can be easily implemented on large-scale distributed computing platforms, making it particularly suitable for investigating more complex vibrational structures.","Tue, 19 Mar 2024 07:41:37 UTC (266 KB)"
"130","Topological Representations of Heterogeneous Learning Dynamics of Recurrent Spiking Neural Networks","Biswadeep Chakraborty, Saibal Mukhopadhyay","Neural and Evolutionary Computing (cs.NE)","Spiking Neural Networks (SNNs) have become an essential paradigm in neuroscience and artificial intelligence, providing brain-inspired computation. Recent advances in literature have studied the network representations of deep neural networks. However, there has been little work that studies representations learned by SNNs, especially using unsupervised local learning methods like spike-timing dependent plasticity (STDP). Recent work by \cite{barannikov2021representation} has introduced a novel method to compare topological mappings of learned representations called Representation Topology Divergence (RTD). Though useful, this method is engineered particularly for feedforward deep neural networks and cannot be used for recurrent networks like Recurrent SNNs (RSNNs). This paper introduces a novel methodology to use RTD to measure the difference between distributed representations of RSNN models with different learning methods. We propose a novel reformulation of RSNNs using feedforward autoencoder networks with skip connections to help us compute the RTD for recurrent networks. Thus, we investigate the learning capabilities of RSNN trained using STDP and the role of heterogeneity in the synaptic dynamics in learning such representations. We demonstrate that heterogeneous STDP in RSNNs yield distinct representations than their homogeneous and surrogate gradient-based supervised learning counterparts. Our results provide insights into the potential of heterogeneous SNN models, aiding the development of more efficient and biologically plausible hybrid artificial intelligence systems.","Tue, 19 Mar 2024 05:37:26 UTC (5,327 KB)"
"131","Development of low-radon ultra-pure water for the Jiangmen Underground Neutrino Observatory","T.Y. Guan, Y.P. Zhang, B. Wang, C. Guo, J.C. Liu, Q. Tang, C.G. Yang, C. Li","Instrumentation and Detectors (physics.ins-det)","The Jiangmen Underground Neutrino Observatory(JUNO) is a state-of-the-art liquid scintillator-based neutrino physics experiment under construction in South China. To reduce the background from external radioactivities, a water Cherenkov detector composed of 35~kton ultra-pure water and 2,400 20-inch photomultiplier tubes is developed. Even after specialized treatment, ultra-pure water still contains trace levels of radioactive elements that can contribute to the detector background. Among which $^{222}$Rn is particularly significant. To address this, an online radon removal system based on the JUNO prototype has been developed. By integrating micro-bubble generators to enhance degasser's radon removal efficiency, the radon concentration in water can be reduced to 1~mBq/m$^{3}$ level, meeting the stringent requirements of JUNO. Additionally, a highly sensitive online radon concentration measurement system capable of detecting concentrations $\sim$1~mBq/m$^3$ has been developed to monitor the radon concentration in water. In this paper, the details regarding both systems will be presented.","Tue, 19 Mar 2024 03:54:46 UTC (14,307 KB)"
"132","Third-Party Language Model Performance Prediction from Instruction","Rahul Nadkarni, Yizhong Wang, Noah A. Smith","Computation and Language (cs.CL)","Language model-based instruction-following systems have lately shown increasing performance on many benchmark tasks, demonstrating the capability of adapting to a broad variety of instructions. However, such systems are often not designed to be transparent about their limitations; a user may easily prompt a model with an instruction without any idea of whether the responses should be expected to be accurate, or if the system is even capable of performing the task. We propose a third party performance prediction framework, where a separate model is trained to predict the metric resulting from evaluating an instruction-following system on a task while assuming access only to its inputs and outputs at inference time. We perform this analysis with a variety of both open and closed instruction-following models as well as multiple performance predictors, and examine the effect of various factors such as model size, number of training tasks, and prompt format. Our findings indicate that third-party performance prediction is very challenging, and much work remains in developing predictors that can automatically reveal the limitations of modern instruction-following natural language processing systems.","Tue, 19 Mar 2024 03:53:47 UTC (2,838 KB)"
"133","ProgrammableGrass: A Shape-Changing Artificial Grass Display Adapted for Dynamic and Interactive Display Features","Kojiro Tanaka, Akito Mizuno, Toranosuke Kato, Masahiko Mikawa, Makoto Fujisawa","Graphics (cs.GR)","There are various proposals for employing grass materials as a green landscape-friendly display. However, it is difficult for current techniques to display smooth animations using 8-bit images and to adjust display resolution, similar to conventional displays. We present ProgrammableGrass, an artificial grass display with scalable resolution, capable of swiftly controlling grass color at 8-bit levels. This grass display can control grass colors linearly at the 8-bit level, similar to an LCD display, and can also display not only 8-bit-based images but also videos. This display enables pixel-by-pixel color transitions from yellow to green using fixed-length yellow and adjustable-length green grass. We designed a grass module that can be connected to other modules. Utilizing a proportional derivative control, the grass colors are manipulated to display animations at approximately 10 [fps]. Since the relationship between grass lengths and colors is nonlinear, we developed a calibration system for ProgrammableGrass. We revealed that this calibration system allows ProgrammableGrass to linearly control grass colors at 8-bit levels through experiments under multiple conditions. Lastly, we demonstrate ProgrammableGrass to show smooth animations with 8-bit grayscale images. Moreover, we show several application examples to illustrate the potential of ProgrammableGrass. With the advancement of this technology, users will be able to treat grass as a green-based interactive display device.","Tue, 19 Mar 2024 02:56:18 UTC (38,342 KB)"
"134","Characteristic AI Agents via Large Language Models","Xi Wang, Hongliang Dai, Shen Gao, Piji Li","Computation and Language (cs.CL)","The advancement of Large Language Models (LLMs) has led to significant enhancements in the performance of chatbot systems. Many researchers have dedicated their efforts to the development of bringing characteristics to chatbots. While there have been commercial products for developing role-driven chatbots using LLMs, it is worth noting that academic research in this area remains relatively scarce. Our research focuses on investigating the performance of LLMs in constructing Characteristic AI Agents by simulating real-life individuals across different settings. Current investigations have primarily focused on act on roles with simple profiles. In response to this research gap, we create a benchmark for the characteristic AI agents task, including dataset, techniques, and evaluation metrics. A dataset called ``Character100'' is built for this benchmark, comprising the most-visited people on Wikipedia for language models to role-play. With the constructed dataset, we conduct comprehensive assessment of LLMs across various settings. In addition, we devise a set of automatic metrics for quantitative performance evaluation. The experimental results underscore the potential directions for further improvement in the capabilities of LLMs in constructing characteristic AI agents. The benchmark is available at this https URL.","Tue, 19 Mar 2024 02:25:29 UTC (1,018 KB)"
"135","Tangent space generators of matrix product states and exact Floquet quantum scars","Marko Ljubotina, Elena Petrova, Norbert Schuch, Maksym Serbyn","Quantum Physics (quant-ph)","The advancement of quantum simulators motivates the development of a theoretical framework to assist with efficient state preparation in quantum many-body systems. Generally, preparing a target entangled state via unitary evolution with time-dependent couplings is a challenging task and very little is known about the existence of solutions and their properties. In this work we develop a constructive approach for preparing matrix product states (MPS) via continuous unitary evolution. We provide an explicit construction of the operator which exactly implements the evolution of a given MPS along a specified direction in its tangent space. This operator can be written as a sum of local terms of finite range, yet it is in general non-Hermitian. Relying on the explicit construction of the non-Hermitian generator of the dynamics, we demonstrate the existence of a Hermitian sequence of operators that implements the desired MPS evolution with the error which decreases exponentially with the operator range. The construction is benchmarked on an explicit periodic trajectory in a translationally invariant MPS manifold. We demonstrate that the Floquet unitary generating the dynamics over one period of the trajectory features an approximate MPS-like eigenstate embedded among a sea of thermalizing eigenstates. These results show that our construction is useful not only for state preparation and control of many-body systems, but also provides a generic route towards Floquet scars -- periodically driven models with quasi-local generators of dynamics that have exact MPS eigenstates in their spectrum.","Mon, 18 Mar 2024 23:34:19 UTC (2,050 KB)"
"136","Quantifying the efficiency of principal signal transmission modes in proteins","Anil Kumar Sahoo, Richard Schwarzl, Markus S. Miettinen, Roland R. Netz","Soft Condensed Matter (cond-mat.soft)","On the microscopic level, biological signal transmission relies on coordinated structural changes in allosteric proteins that involve sensor and effector modules. The timescales and microscopic details of signal transmission in proteins are often unclear, despite a plethora of structural information on signaling proteins. Based on linear-response theory, we develop a theoretical framework to define frequency-dependent force and displacement transmit functions through proteins and, more generally, viscoelastic media. Transmit functions quantify the fraction of a local time-dependent perturbation at one site, be it a deformation, a force, or a combination thereof, that survives at a second site. They are defined in terms of equilibrium fluctuations from simulations or experimental observations. We apply the framework to our all-atom molecular dynamics simulation data of a parallel, homodimeric coiled-coil (CC) motif that connects sensor and effector modules of a blue-light-regulated histidine kinase from bacterial signaling systems extensively studied in experiments. Our analysis reveals that signal transmission through the CC is possible via shift, splay, and twist deformation modes. Based on the results of mutation experiments, we infer that the most relevant mode for the biological function of the histidine kinase protein is the splay deformation.","Mon, 18 Mar 2024 23:19:33 UTC (7,488 KB)"
"137","Bayesian analysis of verbal autopsy data using factor models with age- and sex-dependent associations between symptoms","Tsuyoshi Kunihama, Zehang Richard Li, Samuel J. Clark, Tyler H. McCormick","Applications (stat.AP)","Verbal autopsies (VAs) are extensively used to investigate the population-level distributions of deaths by cause in low-resource settings without well-organized vital statistics systems. Computer-based methods are often adopted to assign causes of death to deceased individuals based on the interview responses of their family members or caregivers. In this article, we develop a new Bayesian approach that extracts information about cause-of-death distributions from VA data considering the age- and sex-related variation in the associations between symptoms. Its performance is compared with that of existing approaches using gold-standard data from the Population Health Metrics Research Consortium. In addition, we compute the relevance of predictors to causes of death based on information-theoretic measures.","Mon, 18 Mar 2024 22:15:26 UTC (365 KB)"
"138","Mesoscale Molecular Simulations of Fabry-Pérot Vibrational Strong Coupling","Tao E. Li","Chemical Physics (physics.chem-ph)","Developing theoretical frameworks for vibrational strong coupling (VSC) beyond the single-mode approximation is crucial for a comprehensive understanding of experiments with planar Fabry-Pérot cavities. Herein, a generalized cavity molecular dynamics (CavMD) scheme is developed to simulate VSC of a large ensemble of realistic molecules coupled to an arbitrary 1D or 2D photonic environment. This approach is built upon the Power-Zienau-Woolley Hamiltonian in the normal mode basis and uses a grid representation of the molecular ensembles to reduce the computational cost. When simulating the polariton dispersion relation for a homogeneous distribution of molecules in planar Fabry-Pérot cavities, our data highlight the importance of preserving the in-plane translational symmetry of the molecular distribution. In this homogeneous limit, CavMD yields the consistent polariton dispersion relation as analytic theory, i.e., incorporating many cavity modes with varying in-plane wave vectors ($k_{\parallel}$) produces the same spectrum as the system with a single cavity mode. Furthermore, CavMD reveals that the validity of the single mode approximation is challenged when nonequilibrium polariton dynamics are considered, as polariton-polariton scattering occurs between modes with nearest neighbor $k_{\parallel}$. Looking forward, our generalized CavMD approach may facilitate understanding vibrational polariton transport and condensation.","Mon, 18 Mar 2024 22:02:38 UTC (2,836 KB)"
"139","Rayleigh Taylor Instability in Multiple Finite-Thickness Fluid Layers","Prashant Sharma","Fluid Dynamics (physics.flu-dyn)","We develop a general transfer-matrix formalism for determining the growth rate of the Rayleigh-Taylor instability in a fluid system with spatially varying density and viscosity. We use this formalism to analytically and numerically treat the case of a stratified heterogeneous fluid. We introduce the inviscid-flow approximation in our transfer-matrix formalism to find analytic solutions in the limit of uniform kinematic viscosity for a stratified heterogeneous fluid. We discuss the applicability of these results and the no-acceleration approximation that also yields analytical solutions in the large viscosity limit.","Mon, 18 Mar 2024 21:36:14 UTC (220 KB)"
