"","X","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1702",1702,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,"verified purchase",2023-03-04,4,"        excellent sound for budget earphones great price and fast delivery very happy  "
"1703",1703,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,3,NA
"1704",1704,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,5,NA
"1705",1705,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1706",1706,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1707",1707,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1708",1708,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1709",1709,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1710",1710,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1711",1711,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1712",1712,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1713",1713,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1714",1714,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1715",1715,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1716",1716,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1717",1717,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1718",1718,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1719",1719,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1720",1720,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1721",1721,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1722",1722,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1723",1723,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1724",1724,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1725",1725,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1726",1726,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1727",1727,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1728",1728,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1729",1729,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1730",1730,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1731",1731,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1732",1732,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1733",1733,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1734",1734,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1735",1735,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1736",1736,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1737",1737,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1738",1738,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1739",1739,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1740",1740,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1741",1741,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1742",1742,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1743",1743,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1744",1744,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1745",1745,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1746",1746,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1747",1747,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1748",1748,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1749",1749,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1750",1750,"belkin rockstar iphone headphones with lightning connector lightning headphones for iphone lightning earphones for iphone black ghbtblk  ",NA,NA,NA,NA,NA
"1751",1751,"jbl live flex anc true wireless stereo earbuds rose  ","rendy","verified purchase",2021-10-20,4,"        this product is so good for daily use  "
"1752",1752,"jbl live flex anc true wireless stereo earbuds rose  ","antonio","verified purchase",2024-02-29,5,"      el sonido muy bueno tambin cmodos pesan poco tres cuartos de hora ensayando y perfectos y el precio perfecto para todo el mundo  perfecto    "
"1753",1753,"jbl live flex anc true wireless stereo earbuds rose  ","antonio","verified purchase",2024-03-07,5,"      son muy cmodos y se adaptan bien a la oreja se escucha muy bien    "
"1754",1754,"jbl live flex anc true wireless stereo earbuds rose  ","ruth cb","verified purchase",2023-12-15,5,"      prima materiele    "
"1755",1755,"jbl live flex anc true wireless stereo earbuds rose  ","michel","verified purchase",2022-01-04,5,"      habe mir die kbear ks ohne mic aufgrund der empfehlung von dankpods bestellt sind heute gekommen hier die ersten eindrcke sollten sich weitere eindrcke einstellen ergnze ich diese hiergute verpackung die eigentlichen kopfhrer kommen da nur unwillig raus weiterhin finden sich in packung dass kabel  zustzliche silikonstopfen in verschiedenen gren und ein kleines booklet mit warnungen also alles wie blich kabel und kopfhrer sind glcklicherweise jeweils mit links l und rechts r beschriftetpassform passt bei mir sehr gut obwohl die ohrteile recht gro aussehen lassen sie sich gut auch lnger tragen die sitzen bei mir sehr fest keine gefahr dass sie rausfallenklang wie von dankpods geschildert und demonstriert transparent przise neutral schne stereobreite wie monitore dem gegenber steht die kbearbeschreibung mit dem bass das ist ansichtssache es gibt keine bassbetonung der klang ist wie abgemischt keine verzerrung oder billige bassanhebung oxygne von jarre blunderbuss von jack white  axiom von archive quergehrt passt alles soweit wer einen bertrieben bassbetonten klang sucht ist hier falschmetal muss ich noch probehren und etwas jazz auch noch wird hier noch ergnztfr den preis fantastischer klang empfehlung fr jeden der neutralen klang magergnzung  weiter getestet auch jazz und rockmetal hren sich gut an getestet mit est ccilie norby diorainbow epica arch enemyeine sache ist mir aufgefallen die ks brauchen  umpf auf der leitung am notebook ausgang hren sie sich dnn und nicht sehr differenziert an am handy via usb  an dac ist es ein komplett anderes hrerlebnis auch wenn es sich um einen simplen inlinedac handelt liefert er offensichtlich deutlich mehr power hinter dem dac muss eben noch ein verstrker sein hab jetzt leider keinen richtigen kopfhrerverstrker um das gegenzutesten aber es ist me offensichtlich    "
"1756",1756,"jbl live flex anc true wireless stereo earbuds rose  ","oliver rabe","verified purchase",2022-05-07,5,"        this is the second pair that ive purchased because i was really happy with my first pair and wanted a set for home and the officefirst things first though these are not noise cancelling i would define it more as noise isolating as they seal so well into my ears that its like im wearing a decent pair of earplugs  i often wear them on the bus and i dont really notice the engine sounds or other passengers talking the sound quality is wonderful for music and for audiobookspodcasts i havent encountered a lot of distortion on higher volumes  although i do tend to not have these on full blast as i dont want to damage my hearing and i find a higher volume is often not required in my use casethese also dont have the in your face sort of bass that a lot of headphones have which is a relief for me as ive always found that gimmicky and annoying and frankly ruined the listening experience for me in the past but with these the sound levels are pretty even across the board which is to be expected as these are are iems  you get to hear the music more or less as intended and im not sure if im imagining it or not but i think percussion comes through much clearer then other headphones ive usedall in all these are a solid pair of earphones for a really reasonable price if you take into account how much iems can cost  "
"1757",1757,"jbl live flex anc true wireless stereo earbuds rose  ","amazon customer","verified purchase",2023-11-12,5,"        i never got what the audiophile hype was all about then i get these earphones and its like a new worlds opened up for me amazing sound quality build quality im just a little worried about the wire it feels too delicate value for money  "
"1758",1758,"jbl live flex anc true wireless stereo earbuds rose  ","aaryan","verified purchase",2021-09-11,5,"                                                                                                                                                                the media could not be loaded                                                                                    this is my first pair of iems imno audiophile so i went to youtube to test these search for ultimate headphone test  to look for the video i tested at  volume for these the bass went down to hz treble went as high as hz and the rest was also reflective of high quality earphones noise isolation is also very good id definitely recommend these earphones for watching videos on your ipadlaptop and even for gaming i tested on the ps these sounded brilliant i even tried this as sleeping buds and they were comfortable they are definitely a bit heavy on the bass and may not be  accurate but if youre looking for professional grade for  your expectations are flawedthe only thing left to see if how long these will last hopefully they do  "
"1759",1759,"jbl live flex anc true wireless stereo earbuds rose  ","aaryan","verified purchase",2022-03-25,5,"        love these definetly recommned they have a decent microphone and everythingsound quality is amazing and it blew me away the first time i heard it i put  stars instead of  for sound quality because after about a month of use i noticed the left earphone was slighlty louder and hurts my ears slightly more when somethings played at a high volume and im the type of person to be really annoyed by small things like that but i still love these earphones and would buy them again  "
"1760",1760,"jbl live flex anc true wireless stereo earbuds rose  ","loonie logic","verified purchase",2021-10-17,5,"        june   after yet again another pair of sony mxrs failed on me one side always goes bad in less than a year  the old s  i had lasted nearly  years  actually was my first amazon purchase in  and they failed sept   after heavy use  well i have been using these kss regularly on my walks and i do like them  i may pickup a set of headphones to use since i am in florida and after awhile like with any earbud my ears start to sweat and i rather use headphones when that happens i still have to say i am more impressed with these kss overall and i liked them beforei have a pair of now delisted ksns that were about  like these  just comparing the two these kbears sound so much better  i may give the kbear kss a shot because of my feelings for these but the ksns  they just sound off without heavy eqing and with these i just use my standard vshaped eq the ksns have an issue with the midmids to the highs where say guitars sound so far back and the vocals are way too forward  almost louder then the rest of the musicwith my older sony mp player with rockbox firmware i got those to sound good in one use case that player  these kbears just need my standard u  v shaped eq and they still sound better  and when i go after those ksns  those sony headphones i mentioned dont sound great either they need help so while i love my music i am no audiophile needing top notch gear  these sound good  maybe better than the sony headphones  the ksn iems that i have anyway just sound so much worse than theseto be fair  i am possibly considering picking up another pair of these with my bad luck with sony headphonesmid december update  i have to say that with a certain media player and a certain genre i listen to on that the ks zsns do not sound as off as some other players and genres with my usual u to a v shaped eq not a sharp v if it is a v  but these kss just sound so much better when those similiar earbuds just sound out of tune  like the different parts of the song vocals and music are pulled back andor pushed forward in odd ways  i am not going to say these kss will please a picky audiophile but  everything sounds balanced to me  listening to a number of genres just late last night trying my best to do an avsb comparision  the worst the kss were  caused me to go oh  this is well balanced but i wish it had a tiny more bump in the basesubbase i am totally fine with that  i love my samson sr headphones for instance but they have the same issue  great sound overall  well balanced everthing is where it should be  but on say some rap tracks  it could use a bit more bassi have no idea how kbear and ks relate to each other  from the same parent company  competitors  but when the ks zsns sounded off not terrible btw  just off to me  between the kss cable being just a little bit better in my view and the sound of course  it felt like the kss while i would not say they are junk  it felt like they were a knockoff model of these kbears  in the interest of fairness maybe if ks tuned them better they could sound exactly like theseif you are on the fence with earbuds like these  go with these kbear kssupdate without just copying and pasting parts of my reviews of a similar product in the same price range even a few  more  i have to say i am much more impressed with these over the kz zsn pros i got  with the same u to v shaped eq i have always used with my headphones and no tweaks to that these sound really good and impressed me right away  the kz zsn pros in the same price range are not tuned the way i like  i have to drop the top end highstreble to stop the piercing sound on those where you can even hear say cymbals from the drums over most everything else  or where the vocals are so forward they seem louder than the music  bass wise  i have to really bump up the eq base that was already a utov shape just to get a normal to me level of bass these kbear kss do not need any of that fiddling  do these sound perfect or audiophile level of course not  when eqed basically  do they sound as good as my sony mdrzxs that i love for walking around headphonesearbuds  yesi am so happy with the fact i ordered theseanother update i just got a pair of kz zsn pros that i bought for a similar price to what i got these for and as a comparison with the same eq settings i have always used and in my view even if a tad bass heavy at times  i dont dislike the kzs so far  but i may even consider returning them as they have parts of the mids  say vocals in alot of my tests just my own ears and how i think stuff sounds way too forward and they are lacking bass by default  the eartips on the kzs seem to be the exact same as these kss and doing a fast but admittingly short so far avsb comparsion i totally like the kss better  everything again a tad bass heavy at times is right where it should be with lows mids and highs  the kzs the model that some compare to the kss to me doesnt sound as good as these do but i admit i am still testing those ones out  with that ab test i mentioned  as soon as i put these kss in my ears with the same song same eq setting same player i noticed a difference right awayupdate after  days of using these outcomfort wise after my say  min to   hour walk during the dayearly evening   out of  stars from me and not counting kzs which i do not have yet but ordered due to a sale and how much i like these kbears  and a recommendation from youtuber dankpods as well i still say i am not an earbud guy but i do like these  forgetting the difference between iems  in ear monitors and earbudsi have to say though that the heat and humidity here in the far south of the usa has gone down a bit since the middle of the summer so that may effect how much id take the kbears out and just let my ear breath for a moment or two before putting them back in  this is to note that the comfort overall of the default eartips for my ears note everyones ear size is different so many different ear tips  which you can buy replacements for apparently and i love that is aok  there is part of me that doesnt like things stuck in my ears but that is not saying these are bad this is just my own personal preference  with the way they are made where the driver part sits outside your ear canal  you can push them in just a pitch if you feel them slipping out but for me i can never push them in too far which is a really good thingbased on what i just said i have to say that while the kbear kss have never come close to falling out or anything sometimes on some tracks while out on my walks i noticed the base lacking from what i heard earlier  i then slightly with almost no pressure pushed the kbears into my ears more and the base came back  with any iem or earbud that seels the ear canal the ear tip size vs the size of a persons ear can not only effect the comfort and passive noise cancelling but also the sound  too big for ones ears and an iemearbud can sound extra bassyone thing i noticed is that sometimes there was like an illusion of extra bass over different genres but that may just be me being a headphone guy not use to something stuck in my ears  when i listend to genres from rock to rap to smooth jazz too i closed my eyes just to really focus and i though is this too much bass or is that that i am hearing just due to my ear canals being sealed and these are balanced soundingonly long term use will tell me if the cable will be fine versus the bad luck i have had with earbuds where within a few weeks of careful use one side always stops working  this is one of the reasons other than sound quality i had a bad taste in my mouth for earbuds combined with my genrally good luck with my sony xz series onear headphonessound wise i have to say i am impressed at how balanced these are but my fear is to overstate how great these sound  i think these sound good and balanced but i am sure different similar iems that have  drivers per earbud in say the  or so  us prices anyway range will sound a bit betteri do not want to say these are the best sounding things ever omg but also if you have experience with earbuds a being so bass heavy the mids and highs are very week or b have had earbuds that  like many low end earbuds  are midsonly  these kss are not like that  if anything i think they are a bit bass heavy at times but that is with a key preference of the fact that the music player i am using at the time has my usual sony zx series headphone eq settings which does bump the bass up a bit  if i really tweaked that for not the sony headphones but these kss i could get it closer to what i like  in this case the extra bass is totally my own eq settings since i lowered that a bit and the extra bassiness i heard at times went down to where id like it  that is totally on memy settingsupdate summary after dankpods youtuber recommended these i picked them up and do not regret my choice  he also recommended different kz brand iems in the same range which i have ordered and on the way  i cant say which is better but unless these kss breakeven if the kzs ksn pros sound great  these are not going backi even just returned a pair of oneodio hifis that i was beyond disappointed with the sound and how muddy everything sounded despite they sound great reviews  i was hoping the kzs were not like that too before i got them and glad they are not only not bad  for in ear stuff again i have had a bad taste in my mouth for years with this type of earbud these are pretty darn goodoriginal reviewi have to note that this review is still based on first impressions to a degree though i have used two of my main music players and on each granted i did not change any eq settings setup for my usual sony mdrzxs or sony mdrzxs that i admit do not sound great at times but eqed right i think for walking around headphones that dont break the bank sound pretty goodi have to say that while years ago i use to use earbuds more  and had a favorite pair of earbuds in my late teen years not sure if there were tweaked models of this over the years but they are at least close to the sony mdrelp  or some variant if there were different models trying those as a new pair after my old ones broke on me the sound really  pushed me to be a headphonenot earbud guy  there was like all mids in the new pairs and the prior mention sonys became my regular headphones  i think he may have mentioned these but i know he mentioned a similar set of earbuds  youtuber dankpods and a good sale on these made me take the risk of trying these out  i have to say some video and amazon reviews do say that these sound more balanced but less v shaped eq wise then the kbear kss  i cant say i can compare the two of them to say which sounds betterpros   comfort  granted that most earbuds do not go over the back of the ear or at least none that i have had i was worried to a point wearing glasses and how these would feel  i can totally say that with my sunglasses or regular glasses this was a silly thing to worry about this is a total nonissue and there are no problems there  i mean i know there is a cord there but its almost as if there isnt with the way they feel so light  i do have to mention that eartip wise this is subjective and you may need to adjust the ones that fit right for you  i know that having the wrong tips on may even effect the sound quality to a point too  at the time i am typing this i have not even opened the little bag with the extra tips  the default medium tips feel great  personally i may want to take the headphones out and let my ears breath for a bit during long listening sessions though this is not an issue with the earbuds  or the tips  id do this with any earbuds i still am more of a headphone guy i also have had earbuds in the past not counting those sony es that really feel like they are going far into my ears and i dont like that  while providing a great seal for me  these default eartips do not feel like they are pushing in too far or becoming uncomfortable quickly  this all gets a two solid thumbs up from me on comfort   noise cancelling  ok  here is one i have seen people complain and give  out of  reviews on these for  with these there is no active noise cancelling and i think some people just see noise cancelling in the title of the listing and expect them to have say topend earbud active noise cancelling  now  i do admit that this goes with the get the right ear tips that fit you  comment  with the default tips there is without anything playing reasonable passive just from the seal of the eartips in the ear noise cancelling and at reasonable meaning you dont have to have music at full volume there is very good passive nc  i can barely hear my small black honeywell fan that is not quiet by any means right next to me during my testing  remember nothing is going to truely cancel out loud voices and some noises though i hear that different apple and especially sonys are great for that if nc is at the top of your list of wants  nc wise i give these a two thumbs up as well   sound quality  i cant say i have done tons of testing but i have not changing any of my eq settings from what i have them set to for my sony mdrs that i mentioned  have to note that testing these with my sansa fuze running rockbox and my victure m no matter what i do eq wise it never sounds as good as the sansa players i have i also have listened to some rap rock jazz and easy listening in my tests  i am not going to go over the top and say these are the best sounding note the eq commment but without touching my usual settings that bump up the bass and treble a tad  being a fan of a  say a combo of a u shaped eq and a vshaped eq  these kbear kss sound  really good  sometimes it can seem like some tracks have a touch too little bass but other tracks that make me go wow that bass is impressive for an earbud  everything i have listened to sounds clean too  between the bassmids and highs  nothing seems like its pushed too forward over the other  so many of the earbuds i have tried since and even the last pair of those i tried those sony s were what i used sound like they are trying too dang hard to prove they have alot of bass that the mids and highs at best  at best sound very muddy  i know all of these are in the budget range so i am not expecting perfect sound but when headphones do that sort of thing  i cant use them  the last pair of sony s i tried a few years back were all mids compared to earlier models and i had a pair that only had one side working they still sounded more balanced then the new pair i bought  even if id want to touch up the eq at times for these kbears slightly adjusting the bass or treble perhaps these sound clear in all three areas lows mids and highs and from what i have heard in my tests the vocals are not pushed back like even some headphones i have listened too  id say maybe the tuning is a slight ushaped tuning mixed with a flat tuning and i love that  it reminds me of a food dish where everyone can adjust or add sauces or whatnot to their taste on good foods versus a dish having too much of one thing or the other and you have to try to take something away  these are earbuds of course but  to a point considering that  they have a decent sound stage  i mean nothing huge forward and back like my samson srs but  a surprise to me for earbuds of any kind  that clean tuning has something to do with it too i think  putting everything together  its not like some earbuds that are i hear you like bass so here is all the bass even if it sacrifices the mids and highs  this sounds more like hey here is the music you want to listen to  we may add a touch more bass andor treble by default but not much  here is your music mostly asis unsure not cons but things to note maybe they will never be cons   i know all earbuds that are wired have small wires but these seem to be on that same track and versus the pictures the cord seems smaller than what i was expecting  thinner not length wise  i do love the fact that i can replace the cord what always goes eventually for me if the earbuds themselves are aoknote  putting the earbuds on the wire was really easy but take note that the writing of l and r are small and while i already have messed things up if you are careful its easy to take the buds off the wire  all you have to do once you know the l and r part of the wire and l and r earbud  pay attention to which way the earbud is facing on like me with one of them  you can goof up and put it on where the earbud faces outwards  if you are careful holding the tip of the wire where the prongs are and the earbud and dont just yank them apart  its no big deal to turn that around but i am always careful with smallthin wires myself  i am not sure how heavy duty this wire would be depending on the usecase but the fact that it can be replaced  was another thing besides the sound quality that drew me to taking a chance on thesei know i probably forgot something but i think that is all i wanted to say  as long as someone wantslikes earbuds and do not mind they are wired  id  recommend these  i cant of course say if these are better than the kss or any of the kz products i have seen youtuber dankpods mention but i have gotten some of those bad earbuds that sound awful to me and are made cheaply for around the same pricei know this is the gift giving time of the year and even if someone has some earbuds already id say this would be a great gift idea  they may even be surprised at the difference between their default earbuds that may have say come with a phone or other device versus the sound quality with these  "
"1761",1761,"jbl live flex anc true wireless stereo earbuds rose  ","loonie logic","verified purchase",2024-01-22,5,"      buen sonido graves y agudos decentes el cable es de baja calidad pero se puede reemplazar ligeros y cmodos    "
"1762",1762,"jbl live flex anc true wireless stereo earbuds rose  ","emma","verified purchase",2023-06-02,5,"        i have no experience of iems but i have a lot of experience of standard headphones and earbuds im always experimenting because i never seem to find a product that im totally happy withfor the money these kb ear seem very good the sound quality is inoressive and they seem to stay in my ears quite welli cant comment on thir longevity yet as ive only been using them about a month but they have survived so far and i use them a lotothers have commented the cord is prone to fankling which is true ive found if when taking them off if you can remember to move the little slider as far as it will go towards the ear hooks this prevents fanklingim thinking in time i might want to try one of the pro version iems just to compare sq but im happy with these for the time being  "
"1763",1763,"jbl live flex anc true wireless stereo earbuds rose  ","xmetal","verified purchase",2024-02-15,5,"      parto subito col dire che non sono un esperto di questi dispositivi in ear anzi lho sempre odiati perch mi cadevano dalle orecchieho trovato questi auricolari per caso e data la mia montatura di occhiali piuttosto spessa le classiche cuffie risultavano scomode e doloranti allora ho deciso di effettuare lacquistosuper minimal ma curato il packaging allinizio sembra una scatola un po cinese ma non  affatto maleuna volta aperto il tutto ti trovi questi auricolari in bella vista sono provvisti di cavo che in caso di rottura oppure sostituzione puoi cambiare staccandolo semplicemente e in pi ci sono due set di gommini uno di colore nero a tre misure e uno trasparente sempre con tre misure diversese devo essere sincero a primo impatto mi sono sembrate estremamente fragili infatti per montare i gommini mi ci sono voluti diversi minuti il cavo invece lho trovato estremamente corto ma cambiandolo o comprando una prolunga jack mm si risolve il problemala qualit audio  ottima ci sono i bassi e gli alti regolati al punto giusto non so se sono flat oppure hanno un po di equalizzazione interna ma dubito dunque meglio ancora potrete utilizzare questi auricolari sia in studio che per altre attivitsottolineo e concludo dicendo che lho acquistate per il gaming e per utilizzare il computer in maniera generale passando dallascolto di musica a quattro chiacchiere con gli amici per il prezzo lestetica e la qualit vale la pena prenderle    "
"1764",1764,"jbl live flex anc true wireless stereo earbuds rose  ","paola ciccarelli","verified purchase",2022-12-03,5,"        kbear is a great brand of earphones they sit nicely in your ears have great sound quality and a good midbass boost with very punchy clear vocals and basically no sound leak  "
"1765",1765,"jbl live flex anc true wireless stereo earbuds rose  ","paola ciccarelli","verified purchase",2023-09-12,4,"      le son est top  les basses bien tenues  rien  envier des grandes marquesje conseille pour faire des gnriques    "
"1766",1766,"jbl live flex anc true wireless stereo earbuds rose  ","angus hutcheson","verified purchase",2024-01-14,5,"      el sonido es perfecto e ideal para todo    "
"1767",1767,"jbl live flex anc true wireless stereo earbuds rose  ","client damazon","verified purchase",2022-01-20,5,"      seit mehreren jahren war ich auf der suche nach guten gnstigen kopfhrern dann babe ich die ks kopfhrer ausprobiert schner warmer krftiger bass und trotzdem klare hhen das was ich gesucht habe nach dem ich die ks ausprobiert habe wollte ich auch die ks testen leider sind die hhen hier zu schrill und technisch der warme sound der ks ist nicht mehr zu spren mein tipp geld sparen und mit den ks trotzdem besseren sound bekommen    "
"1768",1768,"jbl live flex anc true wireless stereo earbuds rose  ","luis jacob meja olbera","verified purchase",2021-06-21,5,"        comfortable easy to adjust excellent sound quality  "
"1769",1769,"jbl live flex anc true wireless stereo earbuds rose  ","simon g","verified purchase",2024-02-14,5,"      ottimo suono prezzo bassoresa suono perfetto isolamento dai suoni esterni purebellissimo lo stile e il colore nel mio caso il verde incluse ho trovato sia le cuffie di copertura di colore bianco che nero  coppie per  tipi di dimensioni in generale sono molto soddisfattoil prodotto mi ha sorpreso    "
"1770",1770,"jbl live flex anc true wireless stereo earbuds rose  ","mrs e a young","verified purchase",2022-12-10,5,"        sound i did a sound quality comparison between my beats dr dre  headphones and these besides myself  other people helped me with this comparison i used  different genres of music country classical classic rock and traditional blues  of us said these kbears were as good as the dr dre  said these are slightly better the bass is is as loud as if you were at a live eventthe noise cancellation worked fine i did not try them with anything more than being in the same room with the television but my family turns up the tv sound bar a bit louder than a party of voicescomfort no issues with comfort these fit perfectly and caused no discomfort at all they also stayed put when i cleaned houseconclusion i found no real drawbacks to these earphones minor improvements would be a higher volume for people who like to make their ears bleed and a variety of controls on the cord i want my music loud and these were as loud as the beats and without any distortion  but i know some people want volume high enough to cause ear pain i hesitate to even mention the volume at all because i do not want anyone to think these are not loud enough they really are and compare well with the loudness on the beats dr dre  currently you can mute on the cord but everything else has to be done via the phone since there are no real directions with this there is a chance there are more controls and i am not seeing them i am shocked at the low cost considering the high quality i am buying a second set  "
"1771",1771,"jbl live flex anc true wireless stereo earbuds rose  ","natan","verified purchase",2023-07-23,5,"        like most i was drawn to this product by the youtuber dankpods compared to the soundcore life dot  earbuds i have been using which are  times more costly these somehow sound even wider and seem to strangely seem have higher fidelity in terms of comfort they stay in the ears perfectly due to the cable structure and sit in the ears so delicately that the user may forget that they are even wearing the kss within minutes or even within seconds even not only that but the actual shape of the earbuds actually lends to comfort while laying down instead of hindering it which is a major plus for myself personally in terms of sound cancellation the kss are also reasonable i would highly recommend this product the value is unparalleled  "
"1772",1772,"jbl live flex anc true wireless stereo earbuds rose  ","dj reviews","verified purchase",2023-10-21,5,"        this was my first time buying any type of iem and i am blow away by these kbears i have realme buds air  pro for comparision and i dont think they will get used anymore as they sound like trash compared to these go for it if its your first dont read any other review or watch any other video on youtube you will just get confused and confused i think the best way is to only try headphones oh well if you dont like these kbears you can keep them as a emergency earphones and go for another but they are worth a try  "
